int_rate,term,acc_open_past_24mths,annual_inc,dti,fico,loan_amnt,tot_hi_cred_lim,avg_cur_bal,total_bc_limit,period
10.49,36.0,5.0,43000.0,27.94,687.0,7500.0,50622.0,3906.0,7700.0,2016
13.49,36.0,6.0,87000.0,11.23,682.0,10000.0,52622.0,3179.0,6500.0,2016
7.89,60.0,3.0,95000.0,9.24,737.0,20000.0,191755.0,18710.0,45900.0,2016
16.99,36.0,4.0,83000.0,21.39,662.0,30000.0,462675.0,39126.0,35500.0,2016
10.99,36.0,6.0,120000.0,8.83,672.0,24000.0,228029.0,19662.0,4600.0,2016
10.49,36.0,6.0,38880.0,15.03,752.0,4800.0,69800.0,1067.0,13200.0,2016
22.45,60.0,4.0,38500.0,24.31,712.0,13850.0,127099.0,18280.0,3500.0,2016
11.49,36.0,2.0,50000.0,21.11,717.0,25000.0,128174.0,4464.0,74900.0,2016
8.59,36.0,8.0,80000.0,19.19,782.0,8000.0,421154.0,10944.0,31700.0,2016
11.49,36.0,5.0,90000.0,34.2,702.0,24000.0,357086.0,28494.0,28900.0,2016
6.49,36.0,1.0,40000.0,13.29,682.0,4000.0,144487.0,17409.0,5900.0,2016
13.67,36.0,7.0,100000.0,28.74,712.0,3000.0,517733.0,24157.0,20000.0,2016
12.74,36.0,6.0,55000.0,10.23,672.0,3000.0,36100.0,2793.0,5800.0,2016
16.99,36.0,2.0,62000.0,27.49,662.0,18000.0,52150.0,4100.0,22100.0,2016
13.44,36.0,5.0,85000.0,22.38,702.0,35000.0,479268.0,44691.0,20500.0,2016
16.99,36.0,3.0,70000.0,24.41,672.0,5600.0,214300.0,3818.0,14300.0,2016
13.49,36.0,10.0,80000.0,24.54,672.0,20000.0,95566.0,2561.0,13100.0,2016
18.25,60.0,4.0,125000.0,13.38,667.0,24000.0,439879.0,45821.0,16200.0,2016
11.44,36.0,4.0,50000.0,25.11,667.0,8000.0,61237.0,13478.0,5500.0,2016
14.46,36.0,6.0,55000.0,30.46,677.0,9600.0,81465.0,4897.0,10500.0,2016
13.67,60.0,6.0,54000.0,28.47,712.0,15000.0,209149.0,13744.0,43300.0,2016
15.99,36.0,4.0,85000.0,21.49,677.0,7800.0,68066.0,6512.0,3800.0,2016
11.49,36.0,8.0,127000.0,14.31,662.0,4000.0,338588.0,29166.0,7600.0,2016
12.99,36.0,6.0,80000.0,24.56,687.0,18000.0,296067.0,12338.0,29800.0,2016
13.99,60.0,0.0,120000.0,3.56,682.0,25000.0,43743.0,9991.0,6500.0,2016
12.74,60.0,3.0,120000.0,16.16,692.0,16000.0,208312.0,18249.0,17700.0,2016
9.16,36.0,6.0,31000.0,24.62,747.0,4000.0,218633.0,16475.0,20200.0,2016
11.49,36.0,5.0,30000.0,25.6,707.0,3600.0,59403.0,5717.0,2500.0,2016
7.49,36.0,5.0,84000.0,13.31,697.0,15000.0,322228.0,36670.0,10000.0,2016
14.46,36.0,8.0,32000.0,15.15,667.0,4400.0,20887.0,915.0,9100.0,2016
8.39,60.0,4.0,64000.0,10.05,777.0,15000.0,74500.0,1055.0,48300.0,2016
13.99,36.0,8.0,70000.0,14.76,662.0,11200.0,49199.0,4852.0,6500.0,2016
16.29,60.0,4.0,60000.0,21.22,697.0,23650.0,43881.0,7260.0,14000.0,2016
11.49,36.0,2.0,12000.0,22.5,697.0,3000.0,20100.0,1940.0,10600.0,2016
12.74,36.0,2.0,65899.0,30.67,702.0,4000.0,79791.0,7934.0,9300.0,2016
15.31,36.0,7.0,34000.0,26.86,692.0,14275.0,129497.0,8577.0,11200.0,2016
7.89,36.0,5.0,78000.0,7.23,677.0,20000.0,292795.0,33325.0,1700.0,2016
11.49,36.0,8.0,100000.0,8.6,687.0,12000.0,54251.0,3459.0,10000.0,2016
11.47,36.0,8.0,46000.0,19.46,697.0,5600.0,41510.0,2589.0,9100.0,2016
16.99,36.0,9.0,80000.0,17.21,672.0,10000.0,83152.0,4013.0,14500.0,2016
11.49,36.0,2.0,54000.0,8.94,692.0,10000.0,38000.0,1583.0,36400.0,2016
7.89,36.0,4.0,32000.0,14.59,717.0,10000.0,45200.0,635.0,41200.0,2016
7.59,36.0,5.0,95000.0,30.0,757.0,20000.0,397463.0,16801.0,44000.0,2016
11.44,36.0,4.0,45000.0,27.68,672.0,10000.0,70903.0,3107.0,34500.0,2016
13.67,36.0,3.0,89000.0,4.33,677.0,1000.0,250252.0,35878.0,800.0,2016
22.74,60.0,4.0,75000.0,19.92,742.0,35000.0,281741.0,43300.0,29200.0,2016
9.8,36.0,5.0,36000.0,30.27,662.0,10000.0,43703.0,1547.0,10700.0,2016
9.49,36.0,5.0,65000.0,25.11,677.0,7500.0,84819.0,5435.0,16400.0,2016
16.29,36.0,11.0,64000.0,12.71,677.0,6950.0,169831.0,26389.0,11000.0,2016
26.49,36.0,3.0,15000.0,30.8,662.0,4500.0,31673.0,3445.0,12200.0,2016
13.49,36.0,0.0,90000.0,3.07,692.0,27525.0,15200.0,2383.0,15200.0,2016
26.49,36.0,4.0,44000.0,32.9,702.0,8325.0,266740.0,14446.0,72590.0,2016
10.99,36.0,3.0,57500.0,19.31,707.0,12000.0,113800.0,11245.0,12300.0,2016
18.99,36.0,3.0,44000.0,17.46,677.0,7800.0,32215.0,2465.0,4500.0,2016
8.59,36.0,7.0,165000.0,19.17,722.0,12800.0,151801.0,7438.0,10750.0,2016
15.31,60.0,7.0,53000.0,21.65,662.0,11900.0,54650.0,2850.0,36600.0,2016
17.27,36.0,4.0,195000.0,4.17,677.0,32350.0,450180.0,62667.0,7400.0,2016
12.99,36.0,8.0,82000.0,13.19,687.0,7000.0,42946.0,3970.0,4200.0,2016
13.49,36.0,4.0,52000.0,22.39,692.0,18000.0,91225.0,11775.0,5800.0,2016
20.99,36.0,6.0,25000.0,14.07,672.0,9075.0,24097.0,2595.0,2800.0,2016
14.46,36.0,9.0,92000.0,29.57,687.0,10300.0,357059.0,16828.0,7800.0,2016
14.46,60.0,3.0,200000.0,16.45,747.0,28250.0,170450.0,4479.0,37200.0,2016
11.49,36.0,4.0,160000.0,25.52,692.0,10000.0,375400.0,21973.0,55900.0,2016
13.99,36.0,3.0,74361.96,15.78,717.0,37000.0,61560.0,6875.0,21100.0,2016
11.47,36.0,5.0,42500.0,24.57,667.0,9000.0,56173.0,1201.0,13500.0,2016
7.99,36.0,5.0,31096.0,11.85,682.0,3500.0,10100.0,644.0,6500.0,2016
11.39,36.0,0.0,51000.0,23.74,667.0,10000.0,165002.0,36704.0,12500.0,2016
13.49,36.0,3.0,55000.0,2.16,737.0,3600.0,9724.0,414.0,7100.0,2016
11.99,60.0,4.0,140000.0,18.37,707.0,16000.0,378844.0,37769.0,23500.0,2016
11.99,36.0,7.0,65300.0,14.48,717.0,2000.0,179381.0,15365.0,3800.0,2016
9.17,36.0,5.0,65000.0,12.32,672.0,7000.0,33053.0,2292.0,6700.0,2016
14.46,36.0,9.0,36000.0,35.83,722.0,15000.0,53790.0,1969.0,2800.0,2016
10.75,36.0,2.0,80000.0,22.2,677.0,10000.0,98650.0,4254.0,0.0,2016
12.99,36.0,7.0,32000.0,22.51,702.0,4500.0,23605.0,1513.0,4200.0,2016
19.99,36.0,5.0,57060.0,2.69,722.0,13925.0,187376.0,23121.0,5400.0,2016
13.49,36.0,4.0,20000.0,13.45,702.0,4500.0,50303.0,4719.0,9600.0,2016
19.53,36.0,4.0,25000.0,17.08,732.0,6250.0,175314.0,15586.0,13500.0,2016
14.46,36.0,3.0,98000.0,24.53,682.0,9000.0,426957.0,22068.0,25000.0,2016
9.75,36.0,2.0,73000.0,15.98,662.0,8000.0,190022.0,19355.0,2200.0,2016
15.77,60.0,3.0,54000.0,28.44,687.0,23000.0,132260.0,6167.0,64600.0,2016
12.99,36.0,6.0,79999.0,10.74,662.0,5000.0,133495.0,7349.0,2700.0,2016
5.32,36.0,7.0,86000.0,12.8,712.0,10000.0,232166.0,11549.0,14200.0,2016
14.46,36.0,9.0,75000.0,13.15,672.0,3000.0,63615.0,4580.0,34700.0,2016
17.99,36.0,7.0,50000.0,9.41,687.0,3000.0,30102.0,2576.0,1000.0,2016
10.78,36.0,13.0,95000.0,29.31,722.0,20000.0,245770.0,7896.0,13200.0,2016
12.79,36.0,2.0,31000.0,7.64,687.0,6700.0,8200.0,1989.0,6200.0,2016
8.49,36.0,3.0,50000.0,3.19,702.0,15000.0,13900.0,678.0,12200.0,2016
21.18,60.0,5.0,50000.0,20.19,667.0,12000.0,37929.0,4253.0,12300.0,2016
16.29,60.0,5.0,60000.0,16.38,672.0,20000.0,261636.0,22651.0,20200.0,2016
12.74,36.0,2.0,45000.0,23.31,672.0,11200.0,197172.0,26050.0,9300.0,2016
19.99,60.0,8.0,50000.0,20.81,667.0,15000.0,61881.0,2156.0,12900.0,2016
11.47,60.0,4.0,99200.0,17.92,712.0,27000.0,627988.0,31327.0,16500.0,2016
13.67,60.0,6.0,75000.0,29.9,712.0,24000.0,237750.0,16204.0,19300.0,2016
10.75,36.0,6.0,111000.0,14.61,662.0,20000.0,281753.0,23844.0,8400.0,2016
18.99,60.0,4.0,50000.0,28.59,722.0,12000.0,212157.0,5946.0,24200.0,2016
6.99,36.0,6.0,82000.0,17.02,717.0,20000.0,351170.0,15081.0,54000.0,2016
8.39,36.0,2.0,80000.0,18.0,692.0,20000.0,66913.0,3207.0,8600.0,2016
16.29,60.0,8.0,80000.0,24.17,727.0,35000.0,246588.0,12863.0,42000.0,2016
12.79,36.0,4.0,35000.0,19.71,672.0,4375.0,39627.0,2066.0,5100.0,2016
11.47,36.0,5.0,90000.0,19.27,667.0,16000.0,60544.0,4495.0,5900.0,2016
10.49,36.0,3.0,127520.0,9.06,802.0,28000.0,396601.0,37412.0,22500.0,2016
13.99,60.0,6.0,54000.0,9.22,697.0,12000.0,66700.0,799.0,48600.0,2016
7.39,36.0,5.0,75000.0,10.48,672.0,18000.0,54000.0,5639.0,7000.0,2016
13.99,36.0,10.0,92000.0,14.43,667.0,5000.0,45958.0,1958.0,15800.0,2016
15.99,36.0,3.0,60000.0,6.52,662.0,5925.0,165200.0,32837.0,10300.0,2016
12.99,36.0,7.0,110000.0,19.53,662.0,16000.0,764010.0,29286.0,19000.0,2016
18.25,36.0,3.0,100000.0,15.74,702.0,35000.0,50000.0,11383.0,50000.0,2016
13.67,36.0,2.0,50000.0,30.03,682.0,22500.0,130015.0,10149.0,64450.0,2016
14.46,36.0,5.0,60000.0,17.93,732.0,30000.0,103520.0,4070.0,54300.0,2016
19.99,36.0,7.0,64620.0,35.28,702.0,28400.0,97507.0,6916.0,12000.0,2016
17.99,36.0,2.0,20000.0,10.68,682.0,7200.0,5809.0,1172.0,500.0,2016
10.99,36.0,6.0,80000.0,5.96,667.0,10000.0,21400.0,1249.0,20400.0,2016
24.74,36.0,7.0,75000.0,16.94,732.0,6900.0,272623.0,15690.0,62600.0,2016
18.99,36.0,4.0,85000.0,8.11,692.0,3600.0,163743.0,16270.0,0.0,2016
11.44,36.0,4.0,105000.0,21.93,722.0,36000.0,307911.0,14373.0,71000.0,2016
14.49,36.0,8.0,85000.0,28.3,692.0,8000.0,188330.0,9874.0,19400.0,2016
10.49,36.0,2.0,179353.0,3.81,712.0,30000.0,34268.0,4018.0,5500.0,2016
14.49,60.0,4.0,66000.0,13.02,707.0,20000.0,37555.0,2615.0,9300.0,2016
10.75,36.0,7.0,48000.0,21.95,697.0,10000.0,224690.0,22880.0,8500.0,2016
7.39,36.0,5.0,89000.0,15.79,662.0,22500.0,68227.0,6589.0,6500.0,2016
14.49,36.0,5.0,50000.0,23.02,687.0,10000.0,203551.0,30065.0,11000.0,2016
28.88,60.0,4.0,55500.0,30.85,667.0,19125.0,55442.0,4597.0,20400.0,2016
16.29,60.0,7.0,60000.0,11.82,667.0,20000.0,69402.0,5423.0,4100.0,2016
10.75,36.0,7.0,67800.0,13.22,692.0,8500.0,74686.0,6433.0,22600.0,2016
10.75,60.0,2.0,75000.0,21.78,687.0,30000.0,261561.0,23073.0,37600.0,2016
11.48,36.0,2.0,40000.0,29.43,672.0,4000.0,60700.0,4220.0,3700.0,2016
11.48,36.0,4.0,104000.0,19.88,722.0,3000.0,162992.0,7481.0,13200.0,2016
10.75,36.0,4.0,93500.0,26.84,692.0,14000.0,214312.0,13226.0,64800.0,2016
9.75,36.0,11.0,60000.0,15.96,717.0,9600.0,59083.0,2395.0,9400.0,2016
13.67,36.0,3.0,75000.0,10.5,667.0,8000.0,38400.0,2565.0,5500.0,2016
12.79,36.0,10.0,80000.0,12.14,697.0,9600.0,146962.0,8532.0,23600.0,2016
15.59,36.0,6.0,38000.0,20.03,682.0,4475.0,41607.0,3727.0,6600.0,2016
14.99,36.0,10.0,75000.0,16.82,662.0,11175.0,190432.0,11080.0,2800.0,2016
5.32,36.0,2.0,33120.0,14.93,757.0,6000.0,216468.0,17109.0,17000.0,2016
11.49,36.0,1.0,90000.0,28.85,737.0,19200.0,75621.0,5040.0,10600.0,2016
11.39,36.0,7.0,55000.0,18.71,732.0,12000.0,627057.0,22366.0,35700.0,2016
19.99,60.0,11.0,58000.0,38.34,677.0,18000.0,184847.0,7233.0,14300.0,2016
6.97,36.0,2.0,87000.0,16.77,677.0,15000.0,187867.0,16393.0,19900.0,2016
22.35,36.0,5.0,47000.0,30.98,682.0,2000.0,81784.0,3878.0,17000.0,2016
11.47,36.0,2.0,62000.0,5.67,687.0,8000.0,173600.0,9121.0,11000.0,2016
21.49,60.0,5.0,150000.0,11.44,692.0,18000.0,521524.0,56883.0,30000.0,2016
10.75,36.0,5.0,30000.0,20.0,662.0,9600.0,118879.0,12212.0,5000.0,2016
5.32,36.0,7.0,84000.0,25.13,807.0,5000.0,168941.0,5167.0,26100.0,2016
7.39,36.0,0.0,31000.0,14.94,677.0,8000.0,14800.0,1553.0,5500.0,2016
11.47,36.0,7.0,51000.0,10.33,667.0,10000.0,32117.0,2337.0,8000.0,2016
17.27,36.0,10.0,25000.0,17.47,677.0,9000.0,45049.0,2361.0,7600.0,2016
11.44,36.0,2.0,40000.0,17.79,702.0,3650.0,110133.0,10287.0,7100.0,2016
19.99,60.0,6.0,75000.0,2.97,667.0,12000.0,10312.0,634.0,2000.0,2016
10.99,60.0,0.0,90000.0,13.03,687.0,20000.0,65100.0,17025.0,10500.0,2016
15.99,36.0,5.0,50000.0,33.25,687.0,11100.0,65792.0,1361.0,7000.0,2016
10.49,36.0,3.0,50000.0,11.53,712.0,12000.0,117275.0,7894.0,9300.0,2016
9.75,36.0,7.0,108000.0,15.66,712.0,25000.0,237731.0,19684.0,17000.0,2016
14.46,36.0,4.0,81000.0,37.61,687.0,35000.0,317080.0,20202.0,36100.0,2016
20.99,36.0,5.0,50000.0,37.06,692.0,14775.0,67637.0,4192.0,10500.0,2016
19.48,60.0,9.0,75000.0,31.41,682.0,25000.0,176770.0,10046.0,10600.0,2016
7.39,36.0,3.0,65000.0,23.63,757.0,9000.0,91012.0,6906.0,25000.0,2016
5.32,36.0,1.0,55900.0,7.6,797.0,6000.0,154010.0,13229.0,10000.0,2016
18.99,36.0,5.0,80000.0,19.89,712.0,6700.0,264166.0,31992.0,5000.0,2016
5.32,36.0,9.0,168000.0,15.55,727.0,12000.0,390698.0,17197.0,56100.0,2016
14.49,36.0,6.0,137000.0,21.58,712.0,6000.0,169480.0,7643.0,32800.0,2016
9.49,36.0,5.0,60000.0,10.0,667.0,7200.0,103144.0,9241.0,10700.0,2016
14.46,60.0,8.0,75000.0,28.64,672.0,15000.0,79384.0,4088.0,4600.0,2016
14.99,36.0,8.0,35000.0,18.62,667.0,10000.0,98239.0,6852.0,13200.0,2016
7.91,36.0,1.0,68000.0,13.92,717.0,13000.0,66126.0,3277.0,28100.0,2016
8.24,36.0,6.0,103000.0,20.66,662.0,3600.0,60495.0,2596.0,20800.0,2016
14.46,36.0,3.0,45000.0,10.7,687.0,11075.0,225481.0,41875.0,33200.0,2016
11.47,36.0,8.0,130000.0,11.96,697.0,16800.0,409239.0,43774.0,10000.0,2016
5.32,36.0,1.0,66000.0,9.75,742.0,12800.0,59670.0,1741.0,44100.0,2016
11.39,36.0,2.0,40996.0,24.89,677.0,8300.0,69747.0,3118.0,11900.0,2016
19.99,60.0,6.0,136000.0,12.06,682.0,35000.0,472758.0,30967.0,34300.0,2016
12.79,36.0,6.0,150000.0,27.42,692.0,19000.0,1288019.0,136819.0,23800.0,2016
7.24,36.0,5.0,80000.0,19.53,747.0,4500.0,112493.0,4262.0,21100.0,2016
10.49,36.0,2.0,73000.0,3.47,667.0,8000.0,11000.0,1815.0,8000.0,2016
11.49,36.0,5.0,65000.0,28.05,802.0,6000.0,101685.0,4774.0,24800.0,2016
12.74,36.0,7.0,182000.0,17.47,687.0,15000.0,445589.0,18041.0,43900.0,2016
17.99,60.0,5.0,115000.0,24.19,717.0,30000.0,343156.0,22079.0,22500.0,2016
11.47,36.0,2.0,155000.0,13.22,697.0,24000.0,101400.0,10840.0,76400.0,2016
14.49,36.0,8.0,77000.0,34.09,667.0,4000.0,504690.0,32716.0,5800.0,2016
7.89,60.0,0.0,47500.0,20.64,727.0,15000.0,49300.0,2714.0,22100.0,2016
7.49,36.0,4.0,88000.0,15.26,697.0,20000.0,67106.0,3716.0,24600.0,2016
6.99,36.0,2.0,150000.0,5.63,717.0,10000.0,103460.0,5414.0,27700.0,2016
13.49,36.0,6.0,58000.0,34.57,677.0,1000.0,219900.0,15855.0,21100.0,2016
8.99,36.0,1.0,41121.6,2.74,662.0,5000.0,73543.0,13112.0,6200.0,2016
24.99,60.0,5.0,34000.0,32.19,722.0,11200.0,37922.0,5080.0,800.0,2016
29.49,60.0,6.0,85000.0,20.2,697.0,30000.0,276557.0,14451.0,22400.0,2016
11.47,36.0,4.0,275000.0,19.88,687.0,33025.0,1158280.0,63095.0,43100.0,2016
17.97,36.0,6.0,45180.0,27.54,692.0,12275.0,75329.0,2032.0,24000.0,2016
8.59,36.0,5.0,200000.0,12.75,702.0,30000.0,133465.0,8086.0,53900.0,2016
11.44,36.0,5.0,44000.0,24.8,697.0,2000.0,157197.0,5079.0,7300.0,2016
20.75,60.0,5.0,90000.0,46.88,707.0,16800.0,166574.0,4629.0,13000.0,2016
15.77,60.0,9.0,85000.0,17.29,672.0,17000.0,227111.0,23592.0,5900.0,2016
13.49,36.0,5.0,40000.0,30.51,697.0,4800.0,71561.0,4103.0,16900.0,2016
10.49,60.0,5.0,120000.0,21.47,732.0,30000.0,457791.0,35432.0,20000.0,2016
15.99,36.0,4.0,28000.0,31.16,662.0,4000.0,123131.0,11097.0,3500.0,2016
11.47,36.0,8.0,129000.0,29.09,662.0,14400.0,462522.0,16801.0,10100.0,2016
11.47,36.0,3.0,110000.0,14.51,682.0,6000.0,323800.0,38729.0,18400.0,2016
6.49,36.0,6.0,122549.0,18.15,767.0,32000.0,301690.0,4839.0,98500.0,2016
13.99,60.0,2.0,85000.0,12.37,697.0,21000.0,53715.0,7757.0,17300.0,2016
10.75,36.0,4.0,59000.0,26.34,687.0,20000.0,62996.0,3952.0,10200.0,2016
5.32,36.0,8.0,54999.88,16.93,727.0,2500.0,169891.0,13637.0,18300.0,2016
12.79,36.0,14.0,60000.0,20.9,687.0,12000.0,99718.0,2091.0,62000.0,2016
14.49,60.0,4.0,148000.0,5.87,707.0,25000.0,466434.0,41742.0,4500.0,2016
11.39,36.0,8.0,35000.0,16.19,667.0,8400.0,24500.0,589.0,10500.0,2016
6.49,36.0,4.0,52000.0,13.92,667.0,22000.0,425444.0,34224.0,24100.0,2016
11.49,36.0,8.0,45000.0,29.28,727.0,10000.0,50062.0,2196.0,15800.0,2016
11.99,36.0,4.0,20000.0,20.65,667.0,7000.0,28642.0,2194.0,3800.0,2016
9.49,36.0,4.0,56500.0,31.28,702.0,12000.0,202119.0,17325.0,31600.0,2016
7.39,36.0,4.0,40000.0,15.87,667.0,10000.0,39858.0,3860.0,8500.0,2016
9.75,36.0,9.0,45000.0,25.97,712.0,18000.0,124285.0,1402.0,34500.0,2016
13.49,36.0,4.0,48000.0,13.4,667.0,15000.0,38255.0,2816.0,13400.0,2016
7.24,36.0,1.0,65500.0,10.1,732.0,8000.0,55548.0,3094.0,13800.0,2016
6.97,36.0,5.0,74000.0,11.42,697.0,8000.0,212873.0,18969.0,25000.0,2016
10.78,36.0,1.0,55000.0,10.06,682.0,11000.0,23529.0,4150.0,10300.0,2016
7.99,36.0,2.0,112100.0,12.95,707.0,7000.0,285872.0,51412.0,20000.0,2016
11.49,36.0,3.0,50000.0,12.46,672.0,3850.0,254741.0,14933.0,2000.0,2016
10.99,36.0,2.0,90000.0,15.11,732.0,3000.0,136351.0,8396.0,27200.0,2016
7.89,36.0,2.0,425000.0,3.98,732.0,30000.0,1318274.0,138751.0,43500.0,2016
15.59,60.0,1.0,60000.0,8.78,672.0,22075.0,12398.0,951.0,4200.0,2016
11.49,36.0,4.0,60000.0,24.62,707.0,15925.0,92200.0,4861.0,36000.0,2016
13.99,36.0,8.0,160000.0,22.8,682.0,33850.0,588669.0,41843.0,7600.0,2016
10.75,36.0,1.0,55000.0,19.79,742.0,16000.0,65194.0,3915.0,15500.0,2016
15.59,36.0,4.0,42000.0,10.0,722.0,6000.0,95027.0,10547.0,6000.0,2016
7.49,36.0,7.0,60000.0,19.06,717.0,20000.0,126384.0,1990.0,73500.0,2016
15.77,60.0,5.0,115000.0,12.5,667.0,35000.0,283053.0,36129.0,27000.0,2016
6.0,36.0,5.0,30000.0,19.08,667.0,4000.0,204171.0,14106.0,8300.0,2016
11.47,36.0,11.0,60000.0,12.32,672.0,3000.0,10130.0,1073.0,2800.0,2016
30.74,60.0,8.0,70000.0,24.19,727.0,24000.0,103253.0,7746.0,21400.0,2016
17.99,36.0,7.0,135000.0,16.92,702.0,31800.0,229920.0,12026.0,43100.0,2016
13.49,36.0,5.0,46000.0,15.44,692.0,7000.0,33324.0,2457.0,5600.0,2016
8.59,36.0,1.0,58122.0,16.21,702.0,20000.0,40500.0,3046.0,16700.0,2016
15.99,36.0,5.0,32000.0,33.19,692.0,10000.0,46538.0,1960.0,22500.0,2016
5.32,36.0,4.0,120000.0,14.89,742.0,18000.0,304643.0,24382.0,34600.0,2016
5.32,36.0,4.0,85000.0,15.52,697.0,20000.0,243797.0,31937.0,15100.0,2016
7.89,36.0,6.0,125000.0,19.02,687.0,3000.0,452461.0,46447.0,23600.0,2016
13.67,36.0,4.0,80000.0,7.4,687.0,4000.0,35071.0,6285.0,13400.0,2016
6.49,36.0,2.0,150000.0,5.1,687.0,22000.0,432375.0,28818.0,44700.0,2016
10.75,36.0,0.0,135000.0,17.08,702.0,20000.0,65931.0,4098.0,19400.0,2016
13.49,36.0,3.0,42000.0,33.49,682.0,10000.0,139109.0,11375.0,6000.0,2016
17.97,60.0,2.0,100000.0,13.28,752.0,30000.0,48423.0,4689.0,2900.0,2016
9.49,60.0,4.0,110000.0,5.13,722.0,24000.0,236501.0,21346.0,39800.0,2016
10.49,36.0,3.0,40000.0,10.68,712.0,10000.0,47412.0,8175.0,6000.0,2016
11.99,36.0,15.0,48000.0,23.78,727.0,18000.0,252264.0,13735.0,18000.0,2016
9.17,36.0,10.0,100000.0,27.09,662.0,20000.0,130046.0,7983.0,68440.0,2016
13.49,36.0,2.0,95000.0,11.71,702.0,35000.0,423739.0,23429.0,32200.0,2016
16.99,36.0,2.0,77000.0,24.72,717.0,35000.0,68568.0,5948.0,10500.0,2016
23.13,60.0,5.0,83500.0,11.51,697.0,30000.0,211754.0,11130.0,17400.0,2016
8.99,36.0,0.0,180000.0,31.09,667.0,35000.0,510486.0,36847.0,37000.0,2016
20.99,36.0,11.0,92000.0,30.81,667.0,14000.0,231754.0,12085.0,8000.0,2016
18.99,60.0,1.0,59449.0,10.76,682.0,12000.0,166149.0,29659.0,5000.0,2016
20.75,60.0,1.0,150000.0,8.04,742.0,35000.0,57193.0,8974.0,11300.0,2016
14.46,60.0,7.0,75000.0,12.82,687.0,24000.0,54150.0,2690.0,5200.0,2016
13.99,60.0,2.0,80000.0,10.61,717.0,21000.0,83317.0,2258.0,58400.0,2016
16.99,36.0,1.0,24000.0,6.2,717.0,9600.0,9600.0,1036.0,3000.0,2016
15.31,36.0,8.0,25000.0,31.83,697.0,7325.0,35700.0,3054.0,3800.0,2016
11.39,36.0,5.0,73000.0,27.31,687.0,25000.0,126403.0,2772.0,34100.0,2016
7.89,36.0,4.0,50000.0,8.76,702.0,5000.0,24115.0,487.0,11400.0,2016
16.29,36.0,5.0,42000.0,22.54,667.0,8000.0,39918.0,2627.0,7900.0,2016
9.75,36.0,7.0,78000.0,20.63,687.0,10800.0,100201.0,5228.0,11600.0,2016
13.99,36.0,4.0,35000.0,45.68,727.0,15000.0,79641.0,7168.0,5600.0,2016
10.49,60.0,2.0,85000.0,18.89,737.0,16100.0,176135.0,16521.0,20100.0,2016
19.99,36.0,7.0,95000.0,22.69,677.0,25000.0,352427.0,29550.0,28500.0,2016
13.67,36.0,3.0,60000.0,39.26,727.0,25000.0,99649.0,6179.0,35900.0,2016
12.99,60.0,6.0,205000.0,12.87,697.0,24000.0,483119.0,31416.0,52400.0,2016
15.59,36.0,3.0,42000.0,11.4,667.0,11250.0,16299.0,1642.0,2900.0,2016
16.59,60.0,2.0,41707.0,4.49,662.0,13500.0,114881.0,25682.0,7800.0,2016
7.39,36.0,0.0,74000.0,11.64,692.0,8000.0,445316.0,54469.0,6500.0,2016
17.99,36.0,7.0,33000.0,22.98,667.0,11550.0,24540.0,1641.0,15350.0,2016
9.16,60.0,4.0,60000.0,21.02,732.0,15000.0,423929.0,30910.0,42100.0,2016
15.99,36.0,4.0,48000.0,19.3,712.0,4200.0,518732.0,34200.0,6700.0,2016
13.67,36.0,6.0,22000.0,27.44,667.0,3000.0,23950.0,580.0,4900.0,2016
6.99,36.0,2.0,66000.0,17.13,727.0,6000.0,210898.0,28098.0,16200.0,2016
11.99,36.0,5.0,70000.0,13.87,672.0,6000.0,365222.0,17381.0,19500.0,2016
15.59,36.0,6.0,72000.0,18.08,682.0,26000.0,65316.0,5954.0,15000.0,2016
17.27,36.0,4.0,30000.0,35.87,687.0,4950.0,182012.0,1981.0,13100.0,2016
11.49,36.0,6.0,52000.0,21.35,687.0,6400.0,54858.0,4291.0,6400.0,2016
16.99,36.0,6.0,28000.0,34.76,672.0,7825.0,131055.0,8803.0,9000.0,2016
12.74,36.0,3.0,50000.0,29.07,697.0,2000.0,202616.0,20142.0,17500.0,2016
19.99,36.0,1.0,35000.0,26.2,677.0,14700.0,80934.0,7796.0,11600.0,2016
15.99,60.0,6.0,96000.0,9.84,757.0,32000.0,82221.0,1893.0,62400.0,2016
14.46,36.0,0.0,53000.0,11.07,712.0,19500.0,23000.0,2312.0,16500.0,2016
24.24,60.0,8.0,52000.0,43.27,672.0,15000.0,137140.0,12632.0,3500.0,2016
14.46,36.0,1.0,140000.0,30.66,702.0,20975.0,434370.0,21549.0,56900.0,2016
15.59,36.0,4.0,38474.56,25.55,692.0,8000.0,89240.0,14570.0,2800.0,2016
11.47,36.0,2.0,80000.0,20.37,667.0,6400.0,86128.0,11673.0,12800.0,2016
13.99,36.0,13.0,100000.0,13.34,702.0,25000.0,77893.0,3895.0,21000.0,2016
10.75,60.0,7.0,67000.0,4.3,747.0,23000.0,270200.0,25101.0,13800.0,2016
10.99,36.0,22.0,87000.0,20.07,692.0,6000.0,292323.0,9815.0,4500.0,2016
22.74,36.0,3.0,45000.0,14.35,682.0,3000.0,31327.0,9962.0,500.0,2016
11.49,36.0,5.0,72000.0,10.95,697.0,10000.0,39240.0,6910.0,3500.0,2016
7.89,36.0,2.0,40000.0,15.33,707.0,15000.0,31568.0,3035.0,16500.0,2016
